"Date","Precip_cm","ET_cm","MinTemp","MaxTemp","AvgTemp"
2022-01-01,0,0.0127789610346242,-29.2722222222222,-12.8055555555556,-20.5333333333333
2022-01-02,0,0.0711195405368167,-18.9111111111111,-0.700000000000001,-7.68888888888889
2022-01-03,0.1016,0.14619845915084,-8.31111111111111,2.7,-1.26111111111111
2022-01-04,0.0254,0.030048106918383,-10.4388888888889,-1.62777777777778,-5.37222222222222
2022-01-05,0.2032,0.0204588937937215,-18.0388888888889,-5.87777777777778,-13.7611111111111
2022-01-06,0.4826,0.0157314340794014,-18.0722222222222,-5.35,-12.8444444444444
2022-01-07,0,0.094603955298821,-7.21666666666667,5.32777777777778,2.44444444444444
2022-01-08,0,0.0860050306282961,-12.9444444444444,0.633333333333334,-4.06666666666667
2022-01-09,0,0.022074373177789,-16.8666666666667,-6.07222222222222,-11.3888888888889
2022-01-10,0,0.0112923477099745,-20.4444444444444,-10.1555555555556,-14.5944444444444
2022-01-11,0,0.0782957434929171,-15.0777777777778,4.44444444444444,-3.32777777777778
2022-01-12,0,0.067209048378766,-1.27777777777778,8.32777777777778,3.25555555555556
2022-01-13,0,0.0727400226246951,-5.52777777777778,5.82222222222222,0.32777777777778
2022-01-14,0,0.0230808686059295,-8.43333333333333,5.18888888888889,-3.53888888888889
2022-01-15,0,0.0261886758401255,-11.8166666666667,0.388888888888891,-6.77222222222222
2022-01-16,0,0.0282385894190827,-11.4611111111111,2.67777777777778,-6.23888888888889
2022-01-17,0,0.0485315892754769,-11.8388888888889,7.07222222222222,-3.76666666666667
2022-01-18,0.1778,0.0302259684542076,-8.50555555555555,7.00555555555556,-1.43333333333333
2022-01-19,0.0508,0.0184624888861364,-13.3111111111111,-3.82222222222222,-8.06111111111111
2022-01-20,0,0.0321314026421514,-14.9611111111111,4.85,-3.35
2022-01-21,0,0.0404043136431654,-6.07777777777778,2.44444444444444,-1.06111111111111
2022-01-22,0,0.0257249871253343,-11.1111111111111,0.0666666666666653,-5.2
2022-01-23,0,0.0253868132034432,-14.6166666666667,-0.955555555555555,-8.04444444444444
2022-01-24,0.2032,0.0309564204370891,-13.6388888888889,-1.68333333333333,-6.32777777777778
2022-01-25,0.0762,0.015880271934814,-12.8388888888889,-4.12222222222222,-6.53333333333333
2022-01-26,0,0.0151707315912207,-20.15,-6.76111111111111,-13.7388888888889
2022-01-27,0,0.0179872516073165,-20.4166666666667,-7.46666666666667,-13.2444444444444
2022-01-28,0,0.0194362401736365,-21.9,-8.01666666666667,-16.5333333333333
2022-01-29,0,0.0315738904358194,-20.0388888888889,-4.88333333333333,-13.0333333333333
2022-01-30,0,0.0894941686287676,-16.6111111111111,4.47777777777778,-4.41111111111111
2022-01-31,0,0.120346352133155,-7.62222222222222,4.95555555555556,-1.48333333333333
2022-02-01,0.0508,0.033775522878019,-19.7444444444444,-3.95,-11.1222222222222
2022-02-02,0,0.0251731950906117,-24.9277777777778,-16.7666666666667,-20.4222222222222
2022-02-03,0,0.0309451591618104,-20.5111111111111,-3.79444444444444,-11.7055555555556
2022-02-04,0,0.101044708921539,-10.9277777777778,6.5,-1.49444444444445
2022-02-05,0,0.141796222556447,-1.8,4.73333333333334,1.51666666666667
